1 Q-E,2 ZN-E,3 PH-E,4 DBO-E,5 DQO-E,6 SS-E,7 SSV-E,8 SED-E,9 COND-E,10 PH-P,11 DBO-P,12 SS-P,13 SSV-P,14 SED-P,15 COND-P,16 PH-D,17 DBO-D,18 DQO-D,19 SS-D,20 SSV-D,21 SED-D,22 COND-D,23 PH-S,24 DBO-S,25 DQO-S,26 SS-S,27 SSV-S,28 SED-S,29 COND-S,30 RD-DBO-P,31 RD-SS-P,32 RD-SED-P,33 RD-DBO-S,34 RD-DQO-S,35 RD-DBO-G,36 RD-DQO-G,37 RD-SS-G,38 RD-SED-G,D-1/3/90
32208.00 ,0.54,7.60 ,145,258,194.00 ,58.80 ,2.50 ,985.00 ,7.60 ,161,204.00 ,55.90 ,2.80 ,991.00 ,7.70 ,94,196.00 ,82.00 ,70.70 ,0.20 ,1050.00 ,7.80 ,19,55.00 ,20.00 ,88.00 ,0.01 ,1124.00 ,41.6,59.80 ,92.90 ,79.8,71.9,86.9,78.7,89.70 ,99.60 ,D-2/10/91
45006.00 ,5.2,8.00 ,0.00 ,182,134.00 ,61.20 ,2.50 ,1007.00 ,8.00 ,0.00 ,190.00 ,50.50 ,3.00 ,1041.00 ,8.00 ,0.00 ,137.00 ,76.00 ,84.20 ,0.20 ,1106.00 ,7.80 ,0.00 ,42.00 ,11.00 ,76.40 ,0.01 ,1117.00 ,0.00 ,60.00 ,93.30 ,0.00 ,69.3,0.00 ,76.9,91.80 ,99.60 ,D-2/11/90
42230.00 ,0.7,8.10 ,132,288,144.00 ,0.00 ,1.30 ,1581.00 ,8.30 ,143,196.00 ,0.00 ,3.00 ,1705.00 ,8.30 ,80,184.00 ,74.00 ,0.00 ,0.20 ,1717.00 ,8.30 ,11,64.00 ,13.00 ,0.00 ,0.00 ,1720.00 ,44.1,62.20 ,93.30 ,86.3,65.2,91.7,77.8,91.00 ,100.00 ,D-2/12/90
44365.00 ,7.5,7.90 ,0.00 ,365,212.00 ,62.30 ,3.50 ,1339.00 ,7.90 ,0.00 ,184.00 ,65.20 ,4.70 ,1380.00 ,7.80 ,0.00 ,321.00 ,92.00 ,73.90 ,0.50 ,1386.00 ,7.50 ,0.00 ,75.00 ,20.00 ,75.00 ,0.05 ,1377.00 ,0.00 ,50.00 ,89.40 ,0.00 ,76.6,0.00 ,79.5,90.60 ,98.60 ,D-2/2/90
44101.00 ,1.5,7.80 ,0.00 ,407,166.00 ,66.30 ,4.50 ,2110.00 ,7.90 ,0.00 ,228.00 ,70.20 ,5.50 ,2120.00 ,7.90 ,0.00 ,280.00 ,94.00 ,72.30 ,0.30 ,2010.00 ,7.30 ,0.00 ,84.00 ,21.00 ,81.00 ,0.02 ,2000.00 ,0.00 ,58.80 ,95.50 ,0.00 ,70,0.00 ,79.4,87.30 ,99.60 ,D-2/3/90
40552.00 ,2,7.90 ,200,395,178.00 ,71.90 ,3.50 ,1038.00 ,7.80 ,190,156.00 ,71.80 ,3.50 ,1063.00 ,7.70 ,127,281.00 ,102.00 ,72.50 ,0.70 ,1023.00 ,7.60 ,17,75.00 ,19.00 ,89.50 ,0.02 ,1148.00 ,33.2,34.60 ,80.00 ,86.6,73.3,91.5,81,89.30 ,99.40 ,D-2/4/90
34573.00 ,0.71,7.70 ,156,276,146.00 ,71.20 ,3.30 ,1265.00 ,7.70 ,166,206.00 ,66.00 ,4.50 ,1270.00 ,7.70 ,114,176.00 ,124.00 ,72.60 ,0.90 ,1260.00 ,7.70 ,30,43.00 ,44.00 ,79.50 ,0.50 ,1270.00 ,31.3,39.80 ,80.00 ,73.7,75.6,80.8,84.4,69.90 ,84.60 ,D-2/4/91
27617.00 ,1,7.60 ,285,436,218.00 ,67.90 ,6.00 ,1095.00 ,7.60 ,292,238.00 ,67.20 ,5.50 ,1149.00 ,7.50 ,160,284.00 ,80.00 ,80.00 ,0.20 ,1139.00 ,7.50 ,26,104.00 ,41.00 ,73.20 ,0.50 ,1146.00 ,45.2,66.40 ,96.40 ,83.8,63.4,90.9,76.1,81.20 ,91.70 ,D-2/5/90
46126.00 ,1.3,7.50 ,122,289,114.00 ,73.70 ,2.50 ,1103.00 ,7.60 ,122,146.00 ,64.40 ,2.00 ,1060.00 ,7.60 ,97,242.00 ,70.00 ,77.10 ,0.30 ,1094.00 ,7.60 ,12,99.00 ,10.00 ,96.00 ,0.00 ,1131.00 ,20.5,52.10 ,87.50 ,87.6,59.1,90.2,65.7,91.20 ,100.00 ,D-2/5/91
0.00 ,1.6,7.50 ,170,336,168.00 ,69.00 ,2.60 ,1531.00 ,7.50 ,192,200.00 ,67.00 ,3.00 ,1485.00 ,7.60 ,101,265.00 ,80.00 ,80.00 ,0.10 ,1642.00 ,7.70 ,19,99.00 ,34.00 ,79.40 ,0.02 ,1648.00 ,47.4,60.00 ,98.30 ,81.2,62.6,88.8,70.5,79.80 ,99.20 ,D-2/6/91
30201.00 ,1,7.30 ,137,398,188.00 ,57.40 ,4.00 ,1179.00 ,7.30 ,164,204.00 ,58.80 ,4.30 ,1164.00 ,7.30 ,81,204.00 ,62.00 ,64.50 ,0.10 ,1165.00 ,7.40 ,9,66.00 ,10.00 ,70.00 ,0.00 ,1264.00 ,50.6,69.60 ,97.60 ,88.9,67.6,93.4,83.4,94.70 ,100.00 ,D-2/7/90
33416.00 ,1.73,7.40 ,167,333,242.00 ,66.10 ,4.50 ,1960.00 ,7.60 ,211,202.00 ,67.30 ,4.50 ,2090.00 ,7.70 ,106,274.00 ,80.00 ,87.50 ,0.10 ,1942.00 ,7.70 ,12,73.00 ,14.00 ,78.60 ,0.01 ,1788.00 ,49.8,60.40 ,97.80 ,88.7,73.4,92.8,78.1,94.20 ,99.80 ,D-2/7/91
33322.00 ,0.4,7.60 ,217,315,400.00 ,59.00 ,3.50 ,2080.00 ,7.50 ,225,376.00 ,64.90 ,4.00 ,2090.00 ,7.40 ,131,215.00 ,67.00 ,77.60 ,0.10 ,2190.00 ,7.50 ,22,81.00 ,28.00 ,71.40 ,0.05 ,2170.00 ,41.8,82.20 ,97.50 ,83.2,62.3,89.9,74.3,93.00 ,98.60 ,D-2/8/90
29834.00 ,3,7.40 ,160,348,194.00 ,61.90 ,3.00 ,1720.00 ,7.50 ,148,172.00 ,65.10 ,2.50 ,1729.00 ,7.60 ,105,265.00 ,80.00 ,82.50 ,0.20 ,1780.00 ,7.70 ,15,95.00 ,28.00 ,77.10 ,0.02 ,1772.00 ,29.1,53.50 ,92.00 ,85.7,64.2,90.6,72.7,85.60 ,99.30 ,D-2/8/91
32909.00 ,0.4,7.50 ,221,391,260.00 ,46.20 ,4.30 ,2140.00 ,7.50 ,173,244.00 ,52.50 ,4.50 ,2090.00 ,7.50 ,112,261.00 ,74.00 ,78.40 ,0.20 ,2000.00 ,7.60 ,17,127.00 ,20.00 ,78.00 ,0.00 ,1950.00 ,35.3,69.70 ,96.70 ,84.8,51.3,92.3,67.5,92.30 ,100.00 ,D-2/9/90
37143.00 ,0.7,8.20 ,222,493,162.00 ,75.30 ,5.30 ,1620.00 ,8.30 ,211,162.00 ,72.80 ,4.00 ,1746.00 ,8.20 ,140,330.00 ,86.00 ,83.70 ,0.60 ,1834.00 ,7.70 ,16,105.00 ,11.00 ,81.80 ,0.01 ,1734.00 ,33.6,46.90 ,85.00 ,88.6,68.2,92.8,78.7,93.20 ,100.00 ,D-20/1/91
34408.00 ,0.25,8.00 ,174,442,268.00 ,57.50 ,5.70 ,1306.00 ,7.90 ,180,302.00 ,64.20 ,7.20 ,1316.00 ,7.90 ,121,275.00 ,96.00 ,70.80 ,0.40 ,1219.00 ,7.90 ,20,54.00 ,18.00 ,77.80 ,0.02 ,1241.00 ,32.8,68.20 ,94.40 ,83.5,80.4,88.5,87.8,93.30 ,99.60 ,D-20/10/91
47384.00 ,0.8,8.20 ,147,224,146.00 ,65.80 ,4.00 ,1758.00 ,8.20 ,118,138.00 ,66.70 ,1.40 ,1740.00 ,8.00 ,85,106.00 ,74.00 ,70.30 ,0.20 ,1712.00 ,7.70 ,15,23.00 ,18.00 ,82.20 ,0.00 ,1707.00 ,28,46.40 ,85.70 ,82.4,78.3,89.8,89.7,87.70 ,100.00 ,D-20/11/90
36432.00 ,18.2,8.10 ,168,334,196.00 ,65.30 ,7.00 ,2230.00 ,8.10 ,188,188.00 ,66.00 ,4.50 ,2110.00 ,8.20 ,133,210.00 ,74.00 ,78.40 ,0.20 ,2190.00 ,7.80 ,20,74.00 ,20.00 ,85.00 ,0.00 ,2320.00 ,29.3,60.60 ,95.60 ,85,64.8,88.1,77.8,89.80 ,100.00 ,D-20/12/90
43830.00 ,1.5,7.80 ,177,512,214.00 ,58.90 ,5.50 ,1605.00 ,7.70 ,164,256.00 ,71.90 ,5.50 ,1599.00 ,7.70 ,118,320.00 ,70.00 ,88.60 ,0.40 ,1401.00 ,7.60 ,25,203.00 ,20.00 ,85.00 ,0.00 ,1110.00 ,28,72.70 ,92.70 ,78.8,36.6,85.9,60.4,90.70 ,100.00 ,D-20/3/90
29815.00 ,0.98,8.00 ,224,400,160.00 ,68.80 ,4.50 ,2230.00 ,8.20 ,244,178.00 ,64.00 ,5.00 ,2270.00 ,8.00 ,168,392.00 ,96.00 ,77.10 ,0.60 ,1763.00 ,7.70 ,20,94.00 ,22.00 ,83.60 ,0.00 ,1754.00 ,31.1,46.10 ,88.00 ,88.1,76,91.1,76.5,86.30 ,100.00 ,D-20/3/91
42109.00 ,0.7,7.80 ,159,350,150.00 ,69.30 ,3.00 ,1304.00 ,7.80 ,192,160.00 ,75.00 ,2.50 ,1206.00 ,7.70 ,166,312.00 ,82.00 ,75.60 ,0.20 ,1276.00 ,7.70 ,41,152.00 ,41.00 ,79.30 ,0.02 ,1341.00 ,13.5,48.80 ,94.00 ,75.3,51.3,74.2,56.6,72.70 ,99.30 ,D-20/4/90
35081.00 ,0.8,7.70 ,431,532,210.00 ,65.70 ,5.00 ,1535.00 ,7.60 ,409,224.00 ,58.90 ,6.00 ,1561.00 ,7.80 ,210,360.00 ,98.00 ,65.30 ,0.20 ,1472.00 ,7.70 ,13,132.00 ,13.00 ,50.00 ,0.00 ,1516.00 ,48.7,56.30 ,96.70 ,93.8,63.3,97,75.2,93.80 ,100.00 ,D-20/5/90
33000.00 ,1.5,7.70 ,153,404,238.00 ,56.30 ,4.50 ,1049.00 ,7.70 ,138,184.00 ,63.00 ,2.70 ,1073.00 ,7.70 ,114,265.00 ,116.00 ,69.00 ,0.50 ,1061.00 ,7.70 ,33,111.00 ,41.00 ,80.50 ,0.03 ,1126.00 ,17.4,37.00 ,81.50 ,71.1,58.1,78.4,72.5,82.80 ,99.40 ,D-20/5/91
34879.00 ,1,7.50 ,319,465,214.00 ,63.60 ,5.50 ,1308.00 ,7.60 ,364,388.00 ,50.50 ,7.50 ,1344.00 ,7.70 ,143,261.00 ,100.00 ,70.00 ,0.40 ,1378.00 ,7.70 ,18,104.00 ,11.00 ,87.30 ,0.02 ,1345.00 ,60.7,74.20 ,94.70 ,87.4,60.2,94.4,77.6,94.90 ,99.60 ,D-20/6/90
35389.00 ,0.36,7.60 ,157,392,232.00 ,53.40 ,5.00 ,1565.00 ,7.70 ,163,274.00 ,54.00 ,6.00 ,1517.00 ,7.80 ,103,250.00 ,76.00 ,81.60 ,0.20 ,1630.00 ,7.60 ,18,65.00 ,22.00 ,81.80 ,0.03 ,1610.00 ,36.8,72.30 ,97.50 ,82.5,74,88.5,83.4,90.50 ,99.50 ,D-20/6/91
32929.00 ,1.2,7.80 ,246,641,376.00 ,56.40 ,6.00 ,1683.00 ,7.80 ,265,378.00 ,58.20 ,8.00 ,1724.00 ,7.90 ,132,338.00 ,170.00 ,63.50 ,1.70 ,1710.00 ,7.90 ,31,100.00 ,34.00 ,79.40 ,0.02 ,1742.00 ,50.2,55.00 ,79.40 ,76.5,70.4,87.4,84.4,91.00 ,99.70 ,D-20/7/90
38905.00 ,0.3,7.70 ,58,197,130.00 ,64.60 ,2.00 ,1135.00 ,7.70 ,85,146.00 ,61.60 ,2.50 ,1169.00 ,7.80 ,44,123.00 ,54.00 ,79.60 ,0.20 ,1141.00 ,7.90 ,20,42.00 ,16.00 ,67.50 ,0.02 ,1143.00 ,48.2,63.00 ,94.00 ,54.5,65.9,65.5,78.7,87.70 ,99.00 ,D-20/8/90
32363.00 ,0.1,7.60 ,159,310,146.00 ,68.50 ,1.60 ,1096.00 ,7.60 ,131,166.00 ,71.10 ,1.70 ,1083.00 ,7.70 ,98,169.00 ,64.00 ,84.40 ,0.20 ,1112.00 ,7.90 ,21,59.00 ,16.00 ,70.00 ,0.01 ,1083.00 ,25.2,61.40 ,91.20 ,78.6,65.1,86.8,81,89.00 ,99.40 ,D-20/8/91
44869.00 ,0.9,7.70 ,133,410,204.00 ,62.70 ,4.50 ,1490.00 ,7.70 ,161,256.00 ,57.80 ,4.50 ,1421.00 ,7.70 ,69,251.00 ,88.00 ,68.20 ,0.30 ,1386.00 ,7.70 ,8,144.00 ,11.00 ,80.00 ,0.02 ,1361.00 ,57.1,65.60 ,94.40 ,88.4,42.6,94,64.9,94.60 ,99.60 ,D-20/9/90
40267.00 ,1.8,7.90 ,180,433,186.00 ,72.00 ,4.00 ,1729.00 ,7.90 ,200,174.00 ,75.90 ,3.70 ,1820.00 ,7.80 ,127,354.00 ,86.00 ,79.10 ,0.40 ,1856.00 ,7.50 ,19,110.00 ,26.00 ,82.50 ,0.01 ,1861.00 ,36.5,50.60 ,89.20 ,85,68.9,89.4,74.6,86.00 ,99.80 ,D-21/1/90
30244.00 ,0.86,7.60 ,224,337,146.00 ,69.90 ,3.50 ,1146.00 ,7.80 ,240,168.00 ,71.40 ,4.00 ,1144.00 ,7.90 ,134,302.00 ,92.00 ,78.30 ,0.40 ,1205.00 ,7.70 ,17,78.00 ,8.00 ,80.00 ,0.01 ,1283.00 ,44.2,45.20 ,90.00 ,87.3,74.2,92.4,76.9,94.50 ,99.70 ,D-21/1/91
46069.00 ,6,8.20 ,185,334,156.00 ,60.30 ,4.00 ,1987.00 ,8.30 ,217,162.00 ,64.20 ,4.00 ,2100.00 ,8.20 ,121,299.00 ,114.00 ,64.90 ,0.50 ,2050.00 ,7.90 ,16,65.00 ,11.00 ,80.00 ,0.03 ,2040.00 ,44.2,29.60 ,87.50 ,86.8,78.3,91.4,80.5,92.90 ,99.30 ,D-21/10/90
47306.00 ,0.14,8.20 ,206,324,166.00 ,63.90 ,3.50 ,1782.00 ,8.00 ,261,146.00 ,68.50 ,3.00 ,1830.00 ,8.00 ,105,220.00 ,84.00 ,71.40 ,0.20 ,1879.00 ,7.80 ,12,66.00 ,23.00 ,66.10 ,0.05 ,1833.00 ,59.8,42.50 ,93.30 ,88.6,70,94.2,79.6,86.10 ,98.60 ,D-21/11/90
37009.00 ,1.5,8.30 ,181,348,184.00 ,84.80 ,4.50 ,1337.00 ,8.30 ,278,200.00 ,78.00 ,5.50 ,1479.00 ,8.30 ,124,264.00 ,76.00 ,89.50 ,0.20 ,1544.00 ,7.80 ,21,48.00 ,19.00 ,90.50 ,0.00 ,1605.00 ,55.4,62.00 ,96.40 ,83.1,81.8,88.4,86.2,89.70 ,100.00 ,D-21/12/90
41598.00 ,1.2,8.20 ,194,419,186.00 ,72.00 ,0.40 ,1310.00 ,8.00 ,210,208.00 ,71.20 ,4.50 ,1333.00 ,7.90 ,157,341.00 ,118.00 ,72.90 ,1.00 ,1474.00 ,7.60 ,23,71.00 ,33.00 ,78.70 ,0.02 ,1340.00 ,25.2,43.30 ,77.80 ,85.4,79.2,88.1,83.1,82.30 ,94.30 ,D-21/2/90
37662.00 ,2.6,8.10 ,238,490,170.00 ,70.60 ,5.00 ,1652.00 ,8.20 ,305,244.00 ,67.20 ,5.50 ,1643.00 ,8.20 ,135,371.00 ,102.00 ,70.60 ,1.00 ,1772.00 ,8.00 ,23,95.00 ,20.00 ,85.00 ,0.02 ,1800.00 ,55.7,58.20 ,81.80 ,83,74.4,90.3,80.6,88.20 ,100.00 ,D-21/2/91
39165.00 ,1.2,7.40 ,250,447,252.00 ,61.10 ,7.00 ,1533.00 ,7.40 ,275,216.00 ,57.40 ,6.50 ,1501.00 ,7.40 ,138,269.00 ,90.00 ,73.30 ,0.50 ,1458.00 ,7.30 ,14,9.00 ,20.00 ,82.50 ,0.00 ,1402.00 ,49.8,58.30 ,92.30 ,89.9,96.8,94.4,98.1,92.10 ,100.00 ,D-21/3/90
32578.00 ,2.5,7.80 ,223,443,184.00 ,69.60 ,4.00 ,1553.00 ,7.90 ,214,186.00 ,71.00 ,3.50 ,1670.00 ,7.90 ,181,345.00 ,86.00 ,83.70 ,0.10 ,1643.00 ,7.80 ,29,86.00 ,22.00 ,90.90 ,0.01 ,1665.00 ,15.4,53.80 ,97.10 ,84,75.1,87,80.6,88.00 ,99.80 ,D-21/3/91
38045.00 ,9.6,8.10 ,177,428,220.00 ,61.80 ,4.50 ,1372.00 ,8.00 ,160,244.00 ,55.70 ,5.30 ,1335.00 ,7.90 ,138,372.00 ,90.00 ,73.30 ,0.40 ,1340.00 ,7.70 ,20,104.00 ,18.00 ,88.90 ,0.02 ,1323.00 ,13.8,63.10 ,93.30 ,85.5,72,88.7,75.7,91.80 ,99.60 ,D-21/4/91
32372.00 ,1.5,7.80 ,174,404,192.00 ,63.50 ,3.50 ,1056.00 ,7.70 ,182,210.00 ,61.00 ,4.50 ,1064.00 ,7.70 ,140,243.00 ,104.00 ,76.90 ,0.40 ,1078.00 ,7.70 ,13,55.00 ,18.00 ,83.30 ,0.00 ,1165.00 ,23.1,50.50 ,91.10 ,90.7,77.4,92.5,86.4,90.60 ,100.00 ,D-21/5/90
47243.00 ,0.76,7.70 ,168,376,272.00 ,45.60 ,5.30 ,1052.00 ,7.80 ,136,296.00 ,45.30 ,5.60 ,1063.00 ,7.70 ,97,242.00 ,80.00 ,72.50 ,0.20 ,1083.00 ,7.70 ,14,87.00 ,15.00 ,100.00 ,0.01 ,1070.00 ,28.7,73.00 ,96.40 ,85.6,64,91.7,76.9,94.50 ,99.80 ,D-21/5/91
34365.00 ,6,7.60 ,236,444,236.00 ,62.70 ,4.90 ,1400.00 ,7.70 ,259,440.00 ,50.00 ,10.00 ,1439.00 ,7.60 ,140,246.00 ,122.00 ,59.00 ,0.30 ,1458.00 ,7.70 ,24,115.00 ,17.00 ,70.60 ,0.05 ,1480.00 ,45.9,72.30 ,97.00 ,82.9,53.3,89.8,74.1,92.80 ,99.00 ,D-21/6/90
36708.00 ,3.9,7.80 ,196,403,200.00 ,66.00 ,5.00 ,1592.00 ,7.80 ,301,236.00 ,69.50 ,4.50 ,1478.00 ,7.70 ,130,288.00 ,74.00 ,83.80 ,0.20 ,1469.00 ,7.60 ,12,54.00 ,14.00 ,85.70 ,0.01 ,1483.00 ,56.8,68.60 ,95.60 ,90.8,81.3,93.9,86.6,93.00 ,99.80 ,D-21/6/91
0.00 ,1.6,6.90 ,233,472,242.00 ,65.30 ,5.00 ,1183.00 ,7.30 ,192,236.00 ,58.50 ,4.50 ,1165.00 ,7.30 ,124,357.00 ,116.00 ,65.50 ,1.40 ,1253.00 ,7.50 ,101,236.00 ,78.00 ,74.40 ,0.02 ,1374.00 ,35.4,50.80 ,68.90 ,18.5,33.9,56.7,50,67.80 ,99.60 ,D-21/7/91
38620.00 ,0.7,7.50 ,95,302,176.00 ,59.10 ,3.00 ,1120.00 ,7.60 ,94,152.00 ,59.20 ,2.50 ,1145.00 ,7.60 ,48,316.00 ,107.00 ,64.50 ,1.20 ,1155.00 ,7.70 ,19,59.00 ,15.00 ,77.30 ,0.05 ,1040.00 ,48.9,29.60 ,52.00 ,60.4,81.3,80,80.5,91.50 ,98.30 ,D-21/8/90
31437.00 ,0.47,7.60 ,132,304,148.00 ,64.90 ,2.00 ,939.00 ,7.70 ,147,156.00 ,61.50 ,1.80 ,974.00 ,7.80 ,80,155.00 ,62.00 ,77.40 ,0.10 ,1008.00 ,7.90 ,14,42.00 ,13.00 ,83.10 ,0.01 ,1012.00 ,45.6,60.30 ,94.40 ,82.5,72.9,89.4,86.2,91.20 ,99.50 ,D-21/8/91
43491.00 ,1,7.50 ,237,388,178.00 ,57.30 ,4.00 ,1620.00 ,7.60 ,300,240.00 ,53.30 ,4.50 ,1571.00 ,7.70 ,113,243.00 ,84.00 ,69.00 ,0.20 ,1631.00 ,7.80 ,12,76.00 ,12.00 ,86.70 ,0.02 ,1590.00 ,62.3,65.00 ,95.60 ,89.4,68.7,94.9,80.4,93.30 ,99.50 ,D-21/9/90
37976.00 ,1,7.70 ,148,345,162.00 ,77.80 ,3.20 ,1432.00 ,7.60 ,145,166.00 ,73.50 ,3.80 ,1415.00 ,7.60 ,137,302.00 ,94.00 ,85.10 ,0.50 ,1461.00 ,7.40 ,17,60.00 ,21.00 ,90.50 ,0.05 ,1572.00 ,5.5,43.40 ,86.80 ,87.6,80.1,88.5,82.6,87.00 ,98.40 ,D-22/1/90
34032.00 ,1,8.20 ,223,470,166.00 ,72.30 ,5.50 ,1343.00 ,8.30 ,273,196.00 ,75.50 ,5.00 ,1362.00 ,8.20 ,161,337.00 ,92.00 ,73.90 ,0.50 ,1419.00 ,7.80 ,16,86.00 ,13.00 ,39.20 ,0.00 ,1311.00 ,41,53.10 ,90.00 ,90.1,74.5,92.8,81.7,92.20 ,100.00 ,D-22/1/91
44324.00 ,1.6,7.80 ,174,173,134.00 ,68.70 ,2.50 ,967.00 ,7.80 ,165,114.00 ,68.40 ,2.00 ,980.00 ,7.80 ,104,202.00 ,100.00 ,70.00 ,0.30 ,1013.00 ,7.80 ,21,81.00 ,28.00 ,75.70 ,0.10 ,1105.00 ,37,12.30 ,87.50 ,79.8,59.9,87.9,53.2,79.10 ,96.00 ,D-22/10/90
32720.00 ,1.59,7.80 ,235,489,252.00 ,65.10 ,4.50 ,2110.00 ,7.80 ,244,268.00 ,64.20 ,5.00 ,2100.00 ,7.90 ,135,303.00 ,88.00 ,68.20 ,0.20 ,2120.00 ,7.90 ,27,140.00 ,24.00 ,70.80 ,0.20 ,2080.00 ,44.7,67.20 ,96.00 ,80,53.8,88.5,71.4,90.50 ,95.60 ,D-22/10/91
40127.00 ,7.9,8.10 ,233,456,214.00 ,67.30 ,6.00 ,1586.00 ,8.10 ,268,238.00 ,69.70 ,4.50 ,1672.00 ,8.00 ,114,260.00 ,74.00 ,81.10 ,0.20 ,1784.00 ,7.90 ,33,140.00 ,32.00 ,78.10 ,0.01 ,1839.00 ,57.5,68.90 ,95.60 ,71.1,46.2,85.8,69.3,85.00 ,99.80 ,D-22/11/90
38058.00 ,1,7.80 ,193,424,170.00 ,74.10 ,4.00 ,1406.00 ,7.70 ,226,356.00 ,71.90 ,4.50 ,1324.00 ,7.70 ,187,352.00 ,118.00 ,78.00 ,0.50 ,1360.00 ,7.50 ,24,88.00 ,29.00 ,87.40 ,0.02 ,1445.00 ,17.3,66.90 ,90.00 ,87.2,75,87.6,79.2,82.90 ,99.50 ,D-22/2/90
29990.00 ,7.6,7.90 ,204,469,212.00 ,75.50 ,5.00 ,1145.00 ,7.90 ,252,246.00 ,70.70 ,6.50 ,1186.00 ,8.10 ,154,257.00 ,90.00 ,84.40 ,0.30 ,1172.00 ,7.80 ,18,20.00 ,14.00 ,88.60 ,0.00 ,1249.00 ,38.9,63.40 ,96.20 ,88.3,92.2,91.2,95.7,93.40 ,100.00 ,D-22/2/91
35791.00 ,1.2,7.80 ,277,466,246.00 ,63.40 ,4.00 ,1556.00 ,7.70 ,0.00 ,288.00 ,65.30 ,6.00 ,1846.00 ,7.70 ,166,419.00 ,174.00 ,80.50 ,1.30 ,1664.00 ,7.50 ,24,124.00 ,26.00 ,82.70 ,0.03 ,1606.00 ,0.00 ,39.60 ,78.30 ,85.5,70.4,91.3,73.4,89.40 ,99.40 ,D-22/3/90
33784.00 ,1,7.90 ,166,392,186.00 ,64.50 ,7.50 ,2510.00 ,8.00 ,213,198.00 ,64.60 ,5.00 ,2470.00 ,8.00 ,149,357.00 ,110.00 ,74.50 ,1.20 ,2390.00 ,7.80 ,20,94.00 ,20.00 ,80.00 ,0.02 ,2420.00 ,30,44.40 ,76.00 ,86.6,73.7,88,76,89.20 ,99.70 ,D-22/3/91
40871.00 ,0.7,7.70 ,193,298,120.00 ,60.00 ,3.00 ,1068.00 ,7.80 ,160,200.00 ,38.00 ,2.50 ,1167.00 ,7.80 ,135,222.00 ,0.00 ,0.00 ,0.30 ,1211.00 ,7.80 ,16,69.00 ,0.00 ,0.00 ,0.02 ,1199.00 ,15.6,0.00 ,88.00 ,88.1,68.9,91.7,76.8,0.00 ,99.30 ,D-22/4/90
31191.00 ,1.98,7.90 ,270,321,168.00 ,66.70 ,4.00 ,1026.00 ,7.90 ,226,200.00 ,63.00 ,3.50 ,971.00 ,7.80 ,100,226.00 ,82.00 ,80.50 ,0.30 ,1009.00 ,7.70 ,14,51.00 ,16.00 ,82.50 ,0.00 ,1086.00 ,55.8,59.00 ,91.40 ,86,77.4,94.8,84.1,90.50 ,100.00 ,D-22/4/91
37283.00 ,2,7.70 ,327,376,184.00 ,57.60 ,4.00 ,1226.00 ,7.70 ,287,236.00 ,45.80 ,3.50 ,1223.00 ,7.80 ,102,255.00 ,84.00 ,73.80 ,0.20 ,1199.00 ,7.80 ,15,47.00 ,13.00 ,69.20 ,0.00 ,1136.00 ,64.5,64.40 ,94.30 ,85.3,81.6,95.4,87.5,92.90 ,100.00 ,D-22/5/90
40295.00 ,0.9,7.70 ,238,327,194.00 ,60.80 ,5.90 ,1725.00 ,7.80 ,210,252.00 ,54.70 ,6.30 ,1724.00 ,7.80 ,101,233.00 ,82.00 ,68.30 ,0.30 ,1736.00 ,7.70 ,12,79.00 ,14.00 ,91.40 ,0.01 ,1673.00 ,51.9,67.50 ,95.20 ,88.1,66.1,95,75.8,92.80 ,99.80 ,D-22/5/91
34291.00 ,8,7.90 ,192,433,300.00 ,57.30 ,7.00 ,1395.00 ,7.90 ,269,436.00 ,50.50 ,11.50 ,1335.00 ,7.90 ,138,294.00 ,108.00 ,68.50 ,0.30 ,1378.00 ,7.80 ,15,60.00 ,12.00 ,91.70 ,0.02 ,1423.00 ,48.7,75.20 ,97.80 ,89.1,79.6,92.2,86.1,96.00 ,99.70 ,D-22/6/90
32575.00 ,2,7.70 ,244,607,380.00 ,53.70 ,6.00 ,2160.00 ,7.80 ,242,436.00 ,54.10 ,8.00 ,2220.00 ,7.90 ,139,353.00 ,164.00 ,45.90 ,1.80 ,2120.00 ,8.00 ,18,104.00 ,26.00 ,72.30 ,0.00 ,2270.00 ,42.6,62.40 ,77.50 ,87.1,70.5,92.6,82.9,93.20 ,100.00 ,D-22/7/90
0.00 ,0.9,7.30 ,185,395,216.00 ,62.00 ,3.00 ,1367.00 ,7.40 ,238,232.00 ,59.50 ,3.00 ,1383.00 ,7.50 ,93,263.00 ,102.00 ,58.80 ,0.30 ,1356.00 ,7.60 ,31,117.00 ,39.00 ,71.80 ,0.01 ,1444.00 ,60.9,56.00 ,90.00 ,66.7,55.5,83.2,70.4,81.90 ,100.00 ,D-22/7/91
34352.00 ,0.27,7.40 ,112,470,172.00 ,65.10 ,4.50 ,1207.00 ,7.40 ,100,192.00 ,64.60 ,4.00 ,1208.00 ,7.40 ,74,213.00 ,69.00 ,72.50 ,0.20 ,1175.00 ,7.60 ,14,97.00 ,15.00 ,72.00 ,0.01 ,1162.00 ,26,64.10 ,95.00 ,81.1,54.5,87.5,79.4,91.30 ,99.80 ,D-22/8/90
